wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,wd_div,textlineid,lang,syntag,syntag2,lemma,lemma_src,lemma_dmf,pos,morph,phil_note,ref,tei_right,tei_left
952,159,6,uituperet,vituperet,vitypEræð,v.i.t.u.p.e.r.e.t,v/i\.t/y\.p/E\.'r/æ\ð,.,159,fro,Vpp,Vpp,vitupérer,DMF,vitupérer,VERppe,smr,,"SLeger, l. 159",</l>,
953,160,1,dist,dist,diST,d.i.s.t,d/i\ST,|,160,fro,Vfin,Vfin,dire,DMF,dire,VERcjg,indpsp3|indpst3,,"SLeger, l. 160",,<l n=&quot;160&quot;>
954,160,2,euuruins,ewruins,EuryinS,e.w.r.u.i.n.s,/E\u.r/y\.'/i\nS,_,160,fro,N,N,Ébroïn,wikipedia.fr,---,NOMpro,smn,,"SLeger, l. 160",,<lb/>
955,160,3,qui,qui,ki,qu.i,k/i\,+,160,fro,Qux,Qux,qui,DMF,qui,PRNrel,smn,,"SLeger, l. 160",,
956,160,4,tan,tan,tAN,t.a.n,t/A\N,+,160,fro,QIs,QIs,tant,DMF,tant,ADVgen,---,,"SLeger, l. 160",,
957,160,5,fud,fud,fyð,f.u.d,f/y\ð,_,160,fro,Vfin,Vfin,être,DMF,être,VERcjg,indpsp3,,"SLeger, l. 160",,
958,160,6,miels,miels,mæLS,m.ie.l.s,m/æ\LS,.,160,fro,Adj,Adj,mal2,DMF,mal2,ADJqua,smn,,"SLeger, l. 160",</l>,
959,161,1,hor,hor,ɔr,ho.r,/ɔ\r,+,161,fro,Adv,Adv,or2,DMF,or2,ADVgen,---,,"SLeger, l. 161",,<l n=&quot;161&quot;><q>
960,161,2,a,a,a,a,/a\,|,161,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpst3,,"SLeger, l. 161",,
961,161,3,pordud,pordud,pOrdyð,p.o.r.d.u.d,p/O\r.'d/y\ð,_,161,fro,Vpp,Vpp,perdre,DMF,perdre,VERppe,snr,,"SLeger, l. 161",,<lb/>
962,161,4,dom,dom,dOm,d.o.m,d/O\m,_,161,fro,Qux,Qux,dont,DMF,dont,PRNrel,---,,"SLeger, l. 161",,
963,161,5,deu,deu,deu,d.e.u,d/e\u,_,161,fro,Vfin,Vfin,devoir2,DMF,devoir2,VERcjg,indpst3,SLégerL:105,"SLeger, l. 161",,
964,161,6,parlier,parlier,pArlær,p.a.r.l.ie.r,p/A\r.'l/æ\r,.,161,fro,Vinf,Vinf,parler,DMF,parler,VERinf,---,,"SLeger, l. 161",</q></l>,
965,162,1,ia,ja,ʤa,j.a,ʤ/a\,+,162,fro,Adv,Adv,jà,DMF,jà,ADVgen,---,,"SLeger, l. 162",,<l n=&quot;162&quot;><q>
966,162,2,non,non,nON,n.o.n,n/O\N,|,162,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,---,,"SLeger, l. 162",,
967,162,3,podra,podra,pOðra,p.o.d.r.a,p/O\.'ðr/a\,_,162,fro,Vfin,Vfin,pouvoir2,DMF,pouvoir2,VERcjg,indfut3,,"SLeger, l. 162",,<lb/>
968,162,4,mais,mais,mAiS,m.a.i.s,m/A\iS,_,162,fro,Adv,Adv,mais,DMF,mais,ADVgen,---,,"SLeger, l. 162",,
969,162,5,deu,deu,dæu,d.e.u,d/æ\u,_,162,fro,N,N,Dieu,DMF,Dieu,NOMpro,smr,,"SLeger, l. 162",,
970,162,6,laudier,laudier,LAuðær,l.a.u.d.ie.r,L/A\u.'ð/æ\r,|,162,fro,Vinf,Vinf,louer,DMF,louer,VERinf,---,,"SLeger, l. 162",</q></l></lg>,
971,163,1,A,a,A,a,/A\,_,163,fro,Pre,Pre,à,DMF,à,PRE,---,,"SLeger, l. 163",,<lb/><lg n=&quot;28&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;163&quot;>
972,163,2,terra,terra,tɛrrə,t.e.r.r.a,'t/ɛ\r.r/(ə)\,_,163,fro,N,N,terre,DMF,terre,NOMcom,sfr,,"SLeger, l. 163",,
973,163,3,ioth,joth,ʤoT,j.o.th,ʤ/o\T,_,163,fro,Vfin,Vfin,gésir,DMF,gésir,VERcjg,indpsp3,,"SLeger, l. 163",,
974,163,4,mult,mult,moLT,m.u.l.t,m/o\LT,+,163,fro,QIs,QIs,moult,DMF,moult,ADVgen,---,,"SLeger, l. 163",,
975,163,5,fo,fo,fy,f.o,f/y\,_,163,fro,Vfin,Vfin,être,DMF,être,VERcjg,indpsp3,,"SLeger, l. 163",,
976,163,6,afflicz,afflicz,AfLiTS,a.ff.l.i.c.z,/A\.'fL/i\TS,.,163,fro,Vpp,Vpp,afflire,DMF,afflire,VERppe,smn,,"SLeger, l. 163",</l>,
977,164,1,non,non,nON,n.o.n,n/O\N,|,164,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,---,,"SLeger, l. 164",,<l n=&quot;164&quot;>
978,164,2,oct,oct,ɔT,o.ct,/ɔ\T,_,164,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpsp3,,"SLeger, l. 164",,<lb/>
979,164,3,ob,ob,OP,o.b,/O\P,+,164,fro,Pre,Pre,o,DMF,o,PRE,---,,"SLeger, l. 164",,
980,164,4,se,se,Se,s.e,S/e\,_,164,fro,Prn,Prn,soi,DMF,soi,PRNper,3smr,,"SLeger, l. 164",,
981,164,5,cui,cui,kyi,c.u.i,k/y\i,_,164,fro,Qux,Qux,qui,DMF,qui,PRNrel,smi,,"SLeger, l. 164",,
982,164,6,en,en,EN,e.n,/E\N,_,164,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,---,,"SLeger, l. 164",,
983,164,7,calsist,calsist,ċALSiST,c.a.l.s.i.s.t,ċ/A\L.'S/i\ST,.,164,fro,Vfin,Vfin,chaloir,DMF,chaloir,VERcjg,subipf0,,"SLeger, l. 164",</l>,
984,165,1,super,super,SUpEr,s.u.p.e.r,S/U\.'p/E\r,_,165,fro,PrA,PrA,sur,DMF,sur,PRE,---,,"SLeger, l. 165",,<l n=&quot;165&quot;>
985,165,2,li,li,Li,l.i,L/i\,+,165,fro,Det,Det,le,DMF,le,DETdef,pmr,,"SLeger, l. 165",,
986,165,3,piez,piez,piETS,p.i.e.z.,p/iE\TS,|,165,fro,N,N,pied,DMF,pied,NOMcom,pmr,,"SLeger, l. 165",,
987,165,4,ne,ne,nE,n.e,n/(E)\,+,165,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,---,,"SLeger, l. 165",,<lb/>
988,165,5,pod,pod,pɔT,p.o.d,p/ɔ\T,+,165,fro,Vfin,Vfin,pouvoir2,DMF,pouvoir2,VERcjg,indpsp3|indpst3,SLégerL:104,"SLeger, l. 165",,
989,165,6,ester,ester,EStær,e.s.t.e.r,/E\S.'t/æ\r,_,165,fro,Vinf,Vinf,ester,DMF,ester,VERinf,---,,"SLeger, l. 165",</l>,
990,166,1,qui,qui,ki,qu.i,k/i\,+,166,fro,Crd,Crd,que,DMF,que,CONcoo,---,,"SLeger, l. 166",,<l n=&quot;166&quot;>
991,166,2,toz,toz,toTS,t.o.z.,t/o\TS,_,166,fro,QIs,QIs,tout,DMF,tout,PRNind,pmr,,"SLeger, l. 166",,
992,166,3,los,los,LoS,l.o.s,L/o\S,+,166,fro,Prn,Prn$$,le,DMF,le,PRCper,6pma,,"SLeger, l. 166",,
993,166,4,at,at,að,a.t,/a\ð,_,166,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpst3,,"SLeger, l. 166",,
994,166,5,il,il,il,i.l,/i\l,+,166,fro,Prn,Prn%,il,DMF,il,PRNper,3smn,,"SLeger, l. 166",,
995,166,6,con|demnets,condemnets,kONdEmnæTS,c.o.n.d.e.m.n.e.t.s,k/O\N.d/E\m.'n/æ\TS,.,166,fro,Vpp,Vpp,condamner,DMF,condamner,VERppe,pmr,,"SLeger, l. 166",</l>,
996,167,1,or,or,ɔr,o.r,/ɔ\r,+,167,fro,Adv,Adv,or2,DMF,or2,ADVgen,---,,"SLeger, l. 167",,<lb/><l n=&quot;167&quot;>
997,167,2,a,a,a,a,/a\,_,167,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpst3,,"SLeger, l. 167",,
998,167,3,perdud,perdud,pErdyð,p.e.r.d.u.d,p/E\r.'d/y\ð,_,167,fro,Vpp,Vpp,perdre,DMF,perdre,VERppe,snr,,"SLeger, l. 167",,
999,167,4,don,don,dOn,d.o.n,d/O\n,+,167,fro,Qux,Qux,dont,DMF,dont,PRNrel,---,,"SLeger, l. 167",,
1000,167,5,deu,deu,deu,d.e.u,d/e\u,|,167,fro,Vfin,Vfin,devoir2,DMF,devoir2,VERcjg,indpst3,SLégerL:105,"SLeger, l. 167",,
1001,167,6,porlier,porlier,pOrlær,p.o.r.l.ie.r,p/O\r.'l/æ\r,.,167,fro,Vinf,Vinf,parler,DMF,parler,VERinf,---,,"SLeger, l. 167",</l>,<lb/>
1002,168,1,ia,ja,ʤa,j.a,ʤ/a\,+,168,fro,Adv,Adv,jà,DMF,jà,ADVgen,---,,"SLeger, l. 168",,<l n=&quot;168&quot;>
1003,168,2,non,non,nON,n.o.n,n/O\N,+,168,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,---,,"SLeger, l. 168",,
1004,168,3,podra,podra,pOðra,p.o.d.r.a,p/O\.'ðr/a\,_,168,fro,Vfin,Vfin,pouvoir2,DMF,pouvoir2,VERcjg,indfut3,,"SLeger, l. 168",,
1005,168,4,mais,mais,mAiS,m.a.i.s,m/A\iS,_,168,fro,Adv,Adv,mais,DMF,mais,ADVgen,---,,"SLeger, l. 168",,
1006,168,5,deu,deu,dæu,d.e.u,d/æ\u,|,168,fro,N,N,Dieu,DMF,Dieu,NOMpro,smr,,"SLeger, l. 168",,
1007,168,6,laudier,laudier,LAuðær,l.a.u.d.ie.r,L/A\u.'ð/æ\r,.|,168,fro,Vinf,Vinf,louer,DMF,louer,VERinf,---,,"SLeger, l. 168",</l></lg>,<lb/>
1008,169,1,Sed,sed,Seð,s.e.d,S/e\ð,+,169,fro,Sub,Sub,si3,DMF,si3,CONsub,---,,"SLeger, l. 169",,<lb/><lg n=&quot;29&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;169&quot;>
1009,169,2,il,il,il,i.l,/i\l,_,169,fro,Prn,Prn$,il,DMF,il,PRNper,3smn,,"SLeger, l. 169",,
1010,169,3,non,non,nON,n.o.n,n/O\N,+,169,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,---,,"SLeger, l. 169",,
1011,169,4,ad,ad,að,a.d,/a\ð,+,169,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpst3,,"SLeger, l. 169",,
1012,169,5,lingu,lingu,LiNg0,l.i.n.gu.,'L/i\N.g/(0)\,+,169,fro,N,N,langue,DMF,langue,NOMcom,sfr,,"SLeger, l. 169",,
1013,169,6,a,a,A,a,/A\,_,169,fro,Pre,Pre,à,DMF,à,PRE,---,,"SLeger, l. 169",,
1014,169,7,parlier,parlier,pArlær,p.a.r.l.ie.r,p/A\r.'l/æ\r,.|,169,fro,Vinf,Vinf,parler,DMF,parler,VERinf,---,,"SLeger, l. 169",</l>,
1015,170,1,d[eu]s,deus,dæuS,d.e.u.s,d/æ\uS,_,170,fro,N,N,Dieu,DMF,Dieu,NOMpro,smn,,"SLeger, l. 170",,<lb/><l n=&quot;170&quot;>
1016,170,2,exaudis,exaudis,EKSAuðiS,e.x..a.u.d.i.s,/E\K.S/A\u.'ð/i\S,_,170,fro,Vfin,Vfin,essöir,TL,---,VERcjg,indpst3,"SLégerL:106,170","SLeger, l. 170",,
1017,170,3,lis,lis,LiS,l.i.s,L/i\S,+,170,fro,Det,Det,le,DMF,le,DETdef,pmr,,"SLeger, l. 170",,
1018,170,4,sos,sos,SoS,s.o.s,S/o\S,_,170,fro,Adj,Adj,son4,DMF,son4,ADJpos,3pmr,,"SLeger, l. 170",,
1019,170,5,pensæ-z,pensaez,pENSæTS,p.e.n.s.ae.z.,p/E\N.'S/æ\TS,.|,170,fro,N,N,pensé,DMF,pensé,NOMcom,pmr,,"SLeger, l. 170",</l>,
1020,171,1,et,et,eð,e.t,/e\ð,+,171,fro,Crd,Crd,et,DMF,et,CONcoo,---,,"SLeger, l. 171",,<lb/><l n=&quot;171&quot;>
1021,171,2,si,si,Si,s.i,S/i\,+,171,fro,Sub,Sub,si3,DMF,si3,CONsub,---,,"SLeger, l. 171",,
1022,171,3,el,el,el,e.l,/e\l,_,171,fro,Prn,Prn$,il,DMF,il,PRNper,3smn,,"SLeger, l. 171",,
1023,171,4,non,non,nON,n.o.n,n/O\N,+,171,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,---,,"SLeger, l. 171",,
1024,171,5,ad,ad,að,a.d,/a\ð,+,171,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpst3,,"SLeger, l. 171",,
1025,171,6,ols,ols,OLS,o.l.s,/O\LS,_,171,fro,N,N,oeil,DMF,oeil,NOMcom,pmr,,"SLeger, l. 171",,
1026,171,7,carnels,carnels,ċArnæLS,c.a.r.n.e.l.s,ċ/A\r.'n/æ\LS,.|,171,fro,Adj,Adj,charnel,DMF,charnel,ADJqua,pmr,,"SLeger, l. 171",</l>,
1027,172,1,en,en,EN,e.n,/E\N,+,172,fro,Pre,Pre,en,DMF,en,PRE,---,,"SLeger, l. 172",,<lb/><l n=&quot;172&quot;>
1028,172,2,cor(p),cor,kOr,c.o.r,k/O\r,_,172,fro,N,N,coeur,DMF,coeur,NOMcom,smr,,"SLeger, l. 172",,
1029,172,3,los,los,LoS,l.o.s,L/o\S,_,172,fro,Prn,Prn$$,le,DMF,le,PRCper,6pma,,"SLeger, l. 172",,
1030,172,4,ad,ad,að,a.d,/a\ð,+,172,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpst3,,"SLeger, l. 172",,
1031,172,5,etspiritiels,etspiritiels,ETSpiritæLS,e.t.s.p.i.r.i.t.ie.l.s,/E\TS.p/i\.r/i\.'t/æ\LS,.,172,fro,Adj,Adj,espirituel,DMF,espirituel,ADJqua,pmr,,"SLeger, l. 172",</l>,
1032,173,1,et,et,eð,e.t,/e\ð,|,173,fro,Crd,Crd,et,DMF,et,CONcoo,---,,"SLeger, l. 173",,<l n=&quot;173&quot;>
1033,173,2,si,si,Si,s.i,S/i\,_,173,fro,Sub,Sub,si3,DMF,si3,CONsub,---,,"SLeger, l. 173",,<lb/>
1034,173,3,en,en,EN,e.n,/E\N,+,173,fro,Pre,Pre,en,DMF,en,PRE,---,,"SLeger, l. 173",,
1035,173,4,corps,corps,kɔrPS,c.o.r.p.s,k/ɔ\rPS,_,173,fro,N,N,corps,DMF,corps,NOMcom,smr,,"SLeger, l. 173",,
1036,173,5,a,a,a,a,/a\,+,173,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpst3,,"SLeger, l. 173",,
1037,173,6,grand,grand,grANT,g.r.a.n.d,gr/A\NT,_,173,fro,Adj,Adj,grand,DMF,grand,ADJqua,smr,,"SLeger, l. 173",,
1038,173,7,torment,torment,tOrmENT,t.o.r.m.e.n.t,t/O\r.'m/E\NT,.|,173,fro,N,N,tourment,DMF,tourment,NOMcom,smr,,"SLeger, l. 173",</l>,
1039,174,1,l,l,L,l,L/\,+,174,fro,Det,Det,le,DMF,le,DETdef,sfn,,"SLeger, l. 174",,<lb/><l n=&quot;174&quot;>
1040,174,2,anima,anima,Anəmə,a.n.i.m.a,/A\.n/[ə]\.m/(ə)\,_,174,fro,N,N,âme,DMF,âme,NOMcom,sfn,,"SLeger, l. 174",,
1041,174,3,n,n,n,n,/\n,+,174,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,---,,"SLeger, l. 174",,
1042,174,4,auura,awra,Aura,a.w.r.a,/A\u.'r/a\,_,174,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indfut3,,"SLeger, l. 174",,
1043,174,5,consolament,consolament,kONSOlAmENT,c.o.n.s.o.l.a.m.e.n.t,k/O\N.S/O\.l/A\.'m/E\NT,.|,174,fro,N,N,consolement,DMF,consolement,NOMcom,smr,,"SLeger, l. 174",</l></lg>,
1044,175,1,Guenes,guenes,guEnəS,g.u.e.n.e.s,'gu/E\.n/ə\S,_,175,fro,N,N,Ganelon,wikipedia.fr,---,NOMpro,smn,,"SLeger, l. 175",,<lb/><lg n=&quot;30&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;175&quot;>
1045,175,2,oth,oth,ɔT,o.th,/ɔ\T,_,175,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpsp3,,"SLeger, l. 175",,
1046,175,3,num,num,nOm,n.u.m,n/O\m,_,175,fro,N,N,nom,DMF,nom,NOMcom,smr,,"SLeger, l. 175",,
1047,175,4,cui,cui,kyi,c.u.i,k/y\i,+,175,fro,Qux,Qux,qui,DMF,qui,PRNrel,smi,,"SLeger, l. 175",,
1048,175,5,l,l,L,l,/\L,_,175,fro,Prn,Prn$$,le,DMF,le,PRCper,3sma,,"SLeger, l. 175",,
1049,175,6,comandat,comandat,kOmANdað,c.o.m.a.n.d.a.t,k/O\.m/A\N.'d/a\ð,.|,175,fro,Vfin,Vfin,commander,DMF,commander,VERcjg,indpsp3,,"SLeger, l. 175",</l>,
1050,176,1,la,la,La,l.a,L/a\,+,176,fro,Adv,Adv,là,DMF,là,ADVgen,---,,"SLeger, l. 176",,<lb/><l n=&quot;176&quot;>
1051,176,2,ius,jus,ʤyS,j.u.s,ʤ/y\S,_,176,fro,Adv,Adv,jus2,DMF,jus2,ADVgen,---,,"SLeger, l. 176",,
1052,176,3,en,en,EN,e.n,/E\N,+,176,fro,Pre,Pre,en,DMF,en,PRE,---,,"SLeger, l. 176",,
1053,176,4,cartres,cartres,ċartrəS,c.a.r.t.r.e.s,'ċ/a\r.tr/ə\S,_,176,fro,N,N,chartre,DMF,chartre,NOMcom,pfr,,"SLeger, l. 176",,
1054,176,5,l,l,L,l,L/\,+,176,fro,Prn,Prn$$,le,DMF,le,PRCper,3sma,,"SLeger, l. 176",,
1055,176,6,en,en,EN,e.n,/E\N,_,176,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,---,,"SLeger, l. 176",,
1056,176,7,menat,menat,mEnað,m.e.n.a.t,m/E\.'n/a\ð,.|,176,fro,Vfin,Vfin,mener,DMF,mener,VERcjg,indpsp3,,"SLeger, l. 176",</l>,
1057,177,1,et,et,eð,e.t,/e\ð,+,177,fro,Crd,Crd,et,DMF,et,CONcoo,---,,"SLeger, l. 177",,<lb/><l n=&quot;177&quot;>
1058,177,2,en,en,EN,e.n,/E\N,+,177,fro,Pre,Pre,en,DMF,en,PRE,---,,"SLeger, l. 177",,
1059,177,3,fes_cant,fescant,fESkANT,f.e.s.c.a.n.t,f/E\S.'k/A\NT,_,177,fro,N,N,Fécamp,wikipedia.fr,---,NOMpro,smr,,"SLeger, l. 177",,
1060,177,4,in,in,iN,i.n,/i\N,_,177,fro,Pre,Pre,en,DMF,en,PRE,---,,"SLeger, l. 177",,
1061,177,5,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,177,fro,Dem,Dem,cil,DMF,cil,DETdem,smr,,"SLeger, l. 177",,
1062,177,6,monstier,monstier,mONStiEr,m.o.n.s.t.i.e.r,m/O\NS.'t/iE\r,.|,177,fro,N,N,moutier,DMF,moutier,NOMcom,smr,,"SLeger, l. 177",</l>,
1063,178,1,illo,illo,ilɔ,i.ll.o,/i\.'l/ɔ\,_,178,fro,Adv,Adv,illuec,DMF,illuec,ADVgen,---,,"SLeger, l. 178",,<lb/><l n=&quot;178&quot;>
1064,178,2,reclusdrent,reclusdrent,rEkLySdrəNT,r.e.c.l.u.s.d.r.e.n.t,r/E\.'kL/y\S.dr/ə\NT,_,178,fro,Vfin,Vfin,reclure,DMF,reclure,VERcjg,indpsp6,,"SLeger, l. 178",,
1065,178,3,s[an]c[t],sanct,SANT,s.a.n.ct,S/A\NT,_,178,fro,Adj,Adj,saint,DMF,saint,ADJqua,smr,,"SLeger, l. 178",,
1066,178,4,l[ethgier],lethgier,LETʤiEr,l.e.th.g.i.e.r,L/E\T.'ʤ/iE\r,_,178,fro,N,N,Léger,wikipedia.fr,---,NOMpro,smr,,"SLeger, l. 178",</l>,
1067,179,1,domine|deus,dominedeus,dOminEdæuS,d.o.m.i.n.e.d.e.u.s,d/O\.m/i\.n/E\.'d/æ\uS,_,179,fro,N,N,Damedieu,DMF,Damedieu,NOMpro,smn,,"SLeger, l. 179",,<l n=&quot;179&quot;>
1068,179,2,in,in,iN,i.n,/i\N,+,179,fro,Pre,Pre,en,DMF,en,PRE,---,,"SLeger, l. 179",,<lb/>
1069,179,3,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,179,fro,Dem,Dem,cil,DMF,cil,DETdem,smr,,"SLeger, l. 179",,
1070,179,4,flaiel,flaiel,fLAiɛl,f.l.a.i.e.l,fL/A\i.'/ɛ\l,.,179,fro,N,N,fléau,DMF,fléau,NOMcom,smr,,"SLeger, l. 179",</l>,
1071,180,1,i,i,i,i,/i\,+,180,fro,Prn,Prn$$,y2,DMF,y2,PRCadv,---,,"SLeger, l. 180",,<l n=&quot;180&quot;>
1072,180,2,uisitet,visitet,vizitɛð,v.i.s.i.t.e.t,v/i\.z/i\.'t/ɛ\ð,_,180,fro,Vfin,Vfin,visiter,DMF,visiter,VERcjg,indpsp3,,"SLeger, l. 180",,
1073,180,3,l[ethgier],lethgier,LETʤiEr,l.e.th.g.i.e.r,L/E\T.'ʤ/iE\r,|,180,fro,N,N,Léger,wikipedia.fr,---,NOMpro,smr,,"SLeger, l. 180",,
1074,180,4,son,son,SON,s.o.n,S/O\N,+,180,fro,Det,Det,son4,DMF,son4,DETpos,3smr,,"SLeger, l. 180",,<lb/>
1075,180,5,seruu,serw,SɛrF,s.e.r.w,S/ɛ\rF,|,180,fro,N,N,serf,DMF,serf,NOMcom,smr,,"SLeger, l. 180",</l></lg>,
1076,181,1,La,la,La,l.a,L/(a)\,+,181,fro,Det,Det,le,DMF,le,DETdef,sfr,,"SLeger, l. 181",,<lb/><lg n=&quot;31&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;181&quot;>
1077,181,2,labia,labia,RVQVV,l.a.b.i.a,R/V\.Q/V\.'/V\,_,181,lat,N,N,labia,wiktionary,lèvre,NOMcom,sfr,,"SLeger, l. 181",,
1078,181,3,li,li,Li,l.i,L/i\,+,181,fro,Prn,Prn$$,li,DMF,li,PRCper,3smi,,"SLeger, l. 181",,
1079,181,4,restaurat,restaurat,rEStAurað,r.e.s.t.a.u.r.a.t,r/E\S.t/A\u.'r/a\ð,.,181,fro,Vfin,Vfin,restaurer,DMF,restaurer,VERcjg,indpsp3,,"SLeger, l. 181",</l>,
1080,182,1,si,si,Si,s.i,S/i\,+,182,fro,Adv,Adv,si4,DMF,si4,ADVgen,---,,"SLeger, l. 182",,<l n=&quot;182&quot;>
1081,182,2,cum,cum,kOm,c.u.m,k/O\m,|,182,fro,Sub,Sub,comme,DMF,comme,CONsub,---,,"SLeger, l. 182",,
1082,182,3,des,des,deS,d.e.s,d/e\S,+,182,fro,Pre,Pre,dès,DMF,dès,PRE,---,,"SLeger, l. 182",,<lb/>
1083,182,4,anz,anz,ANTS,a.n.z.,/A\NTS,_,182,fro,Adv,Adv,ains,DMF,ains,ADVgen,---,,"SLeger, l. 182",,
1084,182,5,deu,deu,dæu,d.e.u,d/æ\u,_,182,fro,N,N,Dieu,DMF,Dieu,NOMpro,smr,,"SLeger, l. 182",,
1085,182,6,pres,pres,preS,p.r.e.s,pr/e\S,_,182,fro,Vfin,Vfin,prendre,DMF,prendre,VERcjg,indpsp3,,"SLeger, l. 182",,
1086,182,7,laudier,laudier,LAuðær,l.a.u.d.ie.r,L/A\u.'ð/æ\r,.|,182,fro,Vinf,Vinf,louer,DMF,louer,VERinf,---,,"SLeger, l. 182",</l>,
1087,183,1,et,et,eð,e.t,/e\ð,+,183,fro,Crd,Crd,et,DMF,et,CONcoo,---,,"SLeger, l. 183",,<lb/><l n=&quot;183&quot;>
1088,183,2,hanc,hanc,ANK,ha.n.c,/A\NK,_,183,fro,Adv,Adv,ains,DMF,ains,ADVgen,---,,"SLeger, l. 183",,
1089,183,3,en,en,EN,e.n,/E\N,+,183,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,---,,"SLeger, l. 183",,
1090,183,4,aut,aut,AuT,a.u.t,/A\uT,_,183,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,indpsp3,,"SLeger, l. 183",,
1091,183,5,mer_ci,merci,mErʦi,m.e.r.c.i,m/E\r.'ʦ/i\,+,183,fro,N,N,merci,DMF,merci,NOMcom,sfr,,"SLeger, l. 183",,
1092,183,6,si,si,Si,s.i,S/i\,+,183,fro,Adv,Adv,si4,DMF,si4,ADVgen,---,,"SLeger, l. 183",,
1093,183,7,grand,grand,grANT,g.r.a.n.d,gr/A\NT,.|,183,fro,Adj,Adj,grand,DMF,grand,ADJqua,sfr,,"SLeger, l. 183",</l>,
1094,184,1,por_lier,porlier,pOrlær,p.o.r.l.ie.r,p/O\r.'l/æ\r,+,184,fro,Vinf,Vinf,parler,DMF,parler,VERinf,---,,"SLeger, l. 184",,<lb/><l n=&quot;184&quot;>
1095,184,2,lo,lo,Lu,l.o,L/(u)\,+,184,fro,Prn,Prn$$,le,DMF,le,PRCper,3sma,,"SLeger, l. 184",,
1096,184,3,fist,fist,fiST,f.i.s.t,f/i\ST,_,184,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,indpsp3,,"SLeger, l. 184",,
1097,184,4,si,si,Si,s.i,S/i\,+,184,fro,Adv,Adv,si4,DMF,si4,ADVgen,---,,"SLeger, l. 184",,
1098,184,5,cum,cum,kOm,c.u.m,k/O\m,_,184,fro,Sub,Sub,comme,DMF,comme,CONsub,---,,"SLeger, l. 184",,
1099,184,6,des,des,deS,d.e.s,d/e\S,+,184,fro,Pre,Pre,dès,DMF,dès,PRE,---,,"SLeger, l. 184",,
1100,184,7,anz,anz,ANTS,a.n.z.,/A\NTS,.|,184,fro,Adv,Adv,ains,DMF,ains,ADVgen,---,,"SLeger, l. 184",</l>,
1101,185,1,doc[=donc],donc,dONK,d.o.n.c,d/O\NK,_,185,fro,Adv,Adv,donc,DMF,donc,ADVgen,---,,"SLeger, l. 185",,<lb/><l n=&quot;185&quot;>
1102,185,2,pres,pres,preS,p.r.e.s,pr/e\S,_,185,fro,Vfin,Vfin,prendre,DMF,prendre,VERcjg,indpsp3,,"SLeger, l. 185",,
1103,185,3,l[ethgiers],lethgiers,LETʤiErS,l.e.th.g.i.e.r.s,L/E\T.'ʤ/iE\rS,_,185,fro,N,N,Léger,wikipedia.fr,---,NOMpro,smn,,"SLeger, l. 185",,
1104,185,4,a,a,A,a,/A\,+,185,fro,Pre,Pre,à,DMF,à,PRE,---,,"SLeger, l. 185",,
1105,185,5,preier,preier,prEiær,p.r.e.i.e.r,pr/E\i.'/æ\r,_,185,fro,Vinf,Vinf,prier,DMF,prier,VERinf,---,,"SLeger, l. 185",</l>,
1106,186,1,poble,poble,pObLə,p.o.b.l.e,'p/O\.bL/(ə)\,|,186,fro,N,N,peuple,DMF,peuple,NOMcom,smr,,"SLeger, l. 186",,<l n=&quot;186&quot;>
1107,186,2,ben,ben,bEn,b.e.n,b/E\n,_,186,fro,Adv,Adv,bien,DMF,bien,ADVgen,---,,"SLeger, l. 186",,<lb/>
